rank,stable_alpha_score,composite_score,decision,risk_flags,aggressive_rank,robust_rank,candidate_id,candidate_label,source_kind,experiment_dir,source_file,rank_ic_mean,worst_fold,top5_mean_return,top5_return_min_by_fold,cumulative_return_after_cost,sharpe_after_cost,max_drawdown_after_cost,avg_turnover,slice_score,single_slice_score,result_valid,result_validator_status,score_rank_ic,score_worst_fold,score_top5,score_return,score_sharpe,drawdown_penalty,turnover_penalty,slice_score_component,available_metric_count
52,0.4173899679449477,0.4173899679449477,adopt,通过硬性规则,45.0,47.0,f956830e3a,mt075_tc0010_pred_cap0.20,summary_table,app\model\turnover_stress_test,app\model\turnover_stress_test\turnover_stress_summary.csv,0.0279820872110249,,0.0120888549001074,,0.9440519085948726,4.045284029623411,-0.0716892049038191,0.7479646226135058,,,,unknown,0.6188770278500356,0.0,0.3993992036948092,0.518002441845187,0.7941877313254797,0.2570005643436391,0.49758787146422556,0.0,6
53,0.4110994973669361,0.4110994973669361,adopt,通过硬性规则,47.0,84.0,55053315ed,mt085_tc0010_blend_0.5_cap0.18,summary_table,app\model\turnover_stress_test,app\model\turnover_stress_test\turnover_stress_summary.csv,0.0279820872110249,,0.0123820481202893,,0.9680113298368722,4.008992084955162,-0.0791891027357792,0.8229575996250988,,,,unknown,0.6188770278500356,0.0,0.4091767649380213,0.5329159406575844,0.7853263114334438,0.3054185185142044,0.6480754507513997,0.0,6
54,0.4110994973669361,0.4110994973669361,adopt,通过硬性规则,48.0,85.0,b041ef4001,mt085_tc0010_equal_cap0.18,summary_table,app\model\turnover_stress_test,app\model\turnover_stress_test\turnover_stress_summary.csv,0.0279820872110249,,0.0123820481202893,,0.9680113298368722,4.008992084955162,-0.0791891027357792,0.8229575996250988,,,,unknown,0.6188770278500356,0.0,0.4091767649380213,0.5329159406575844,0.7853263114334438,0.3054185185142044,0.6480754507513997,0.0,6
55,0.4110994973669361,0.4110994973669361,adopt,通过硬性规则,49.0,86.0,fe229574d6,mt085_tc0010_pred_cap0.18,summary_table,app\model\turnover_stress_test,app\model\turnover_stress_test\turnover_stress_summary.csv,0.0279820872110249,,0.0123820481202893,,0.9680113298368722,4.008992084955162,-0.0791891027357792,0.8229575996250988,,,,unknown,0.6188770278500356,0.0,0.4091767649380213,0.5329159406575844,0.7853263114334438,0.3054185185142044,0.6480754507513997,0.0,6
56,0.41071273493256555,0.41071273493256555,adopt,通过硬性规则,46.0,118.0,1e5fed68bf,baseline_cross_section_rank,training_dir,app\model\topk_objective_search\baseline_cross_section_rank,app\model\topk_objective_search\baseline_cross_section_rank\metrics.csv;app\model\topk_objective_search\baseline_cross_section_rank\walk_forward_metrics.csv;app\model\topk_objective_search\baseline_cross_section_rank\fold_results.csv;app\model\topk_objective_search\baseline_cross_section_rank\fold_diagnostics.csv,0.027982087211024968,-0.0334922368530972,0.007502490371932365,0.0032441391745382,1.085936213182149,3.977454961512014,-0.0870642452106926,0.9311367941484036,,,,unknown,0.6188770278500363,0.405505333286508,0.24645071453770848,0.6063180729527934,0.777625878305064,0.3562589827418852,0.8651574464499011,0.0,8
57,0.4094929286127332,0.4094929286127332,adopt,通过硬性规则,56.0,20.0,c4ac3fbba3,mt065_tc0010_pred_capnone,summary_table,app\model\turnover_stress_test,app\model\turnover_stress_test\turnover_stress_summary.csv,0.0279820872110249,,0.0110423040651191,,0.8412341749255181,4.0629423208608095,-0.0625923456310634,0.6500000000003868,,,,unknown,0.6188770278500356,0.0,0.36449827768811527,0.4540037277909677,0.7984993639662994,0.1982729222833133,0.3010033444817745,0.0,6
58,0.408768549984035,0.408768549984035,adopt,通过硬性规则,57.0,28.0,5e3125cd66,mt065_tc0010_blend_0.5_capnone,summary_table,app\model\turnover_stress_test,app\model\turnover_stress_test\turnover_stress_summary.csv,0.0279820872110249,,0.011021862702888,,0.8390247574332805,4.057791914651344,-0.0626772035012517,0.650000000000366,,,,unknown,0.6188770278500356,0.0,0.36381658842195397,0.4526284798326065,0.7972417870451995,0.19882074900866947,0.30100334448173266,0.0,6
59,0.4079944001799513,0.4079944001799513,adopt,通过硬性规则,61.0,29.0,8123db3d53,mt065_tc0010_blend_0.5_cap0.20,summary_table,app\model\turnover_stress_test,app\model\turnover_stress_test\turnover_stress_summary.csv,0.0279820872110249,,0.0109992628715957,,0.8365893328295937,4.052570136321911,-0.0627625409368154,0.6500000000003463,,,,unknown,0.6188770278500356,0.0,0.3630629173977412,0.45111255415277,0.7959667831625689,0.1993716717194495,0.3010033444816932,0.0,6
60,0.4079944001799513,0.4079944001799513,adopt,通过硬性规则,62.0,30.0,821c3dad73,mt065_tc0010_equal_cap0.20,summary_table,app\model\turnover_stress_test,app\model\turnover_stress_test\turnover_stress_summary.csv,0.0279820872110249,,0.0109992628715957,,0.8365893328295937,4.052570136321911,-0.0627625409368154,0.6500000000003463,,,,unknown,0.6188770278500356,0.0,0.3630629173977412,0.45111255415277,0.7959667831625689,0.1993716717194495,0.3010033444816932,0.0,6
61,0.4079944001799513,0.4079944001799513,adopt,通过硬性规则,63.0,31.0,c2004dde4a,mt065_tc0010_equal_capnone,summary_table,app\model\turnover_stress_test,app\model\turnover_stress_test\turnover_stress_summary.csv,0.0279820872110249,,0.0109992628715957,,0.8365893328295937,4.052570136321911,-0.0627625409368154,0.6500000000003463,,,,unknown,0.6188770278500356,0.0,0.3630629173977412,0.45111255415277,0.7959667831625689,0.1993716717194495,0.3010033444816932,0.0,6
62,0.4079944001799513,0.4079944001799513,adopt,通过硬性规则,64.0,32.0,f576e85b5d,mt065_tc0010_pred_cap0.20,summary_table,app\model\turnover_stress_test,app\model\turnover_stress_test\turnover_stress_summary.csv,0.0279820872110249,,0.0109992628715957,,0.8365893328295937,4.052570136321911,-0.0627625409368154,0.6500000000003462,,,,unknown,0.6188770278500356,0.0,0.3630629173977412,0.45111255415277,0.7959667831625689,0.1993716717194495,0.30100334448169297,0.0,6
63,0.4072647056988013,0.4072647056988013,adopt,通过硬性规则,30.0,111.0,b27b169355,cap_0.16,summary_table,app\model\weight_cap_search,app\model\weight_cap_search\weight_cap_summary.csv,,,0.0240789369322903,,0.9997997232836038,3.9306832890831087,-0.0824119452178063,0.8988499414524966,,0.0240789369322903,True,pass,0.0,0.0,0.7992507463330454,0.5527025691878605,0.7662056187341325,0.3262245938888281,0.8003677754883456,0.7730953601773066,6
64,0.40654035845730907,0.40654035845730907,adopt,通过硬性规则,58.0,51.0,e187ab8485,mt075_tc0010_blend_0.5_cap0.18,summary_table,app\model\turnover_stress_test,app\model\turnover_stress_test\turnover_stress_summary.csv,0.0279820872110249,,0.0115883082169991,,0.8894413624541118,4.035446365960776,-0.071251521660142,0.7433690488702981,,,,unknown,0.6188770278500356,0.0,0.3827067104436293,0.48401020527200317,0.7917856647162603,0.25417496222099745,0.48836598435412826,0.0,6
65,0.40654035845730907,0.40654035845730907,adopt,通过硬性规则,59.0,52.0,f6210a589b,mt075_tc0010_equal_cap0.18,summary_table,app\model\turnover_stress_test,app\model\turnover_stress_test\turnover_stress_summary.csv,0.0279820872110249,,0.0115883082169991,,0.8894413624541118,4.035446365960776,-0.071251521660142,0.7433690488702981,,,,unknown,0.6188770278500356,0.0,0.3827067104436293,0.48401020527200317,0.7917856647162603,0.25417496222099745,0.48836598435412826,0.0,6
66,0.40654035845730907,0.40654035845730907,adopt,通过硬性规则,60.0,53.0,fcdb1c0e70,mt075_tc0010_pred_cap0.18,summary_table,app\model\turnover_stress_test,app\model\turnover_stress_test\turnover_stress_summary.csv,0.0279820872110249,,0.0115883082169991,,0.8894413624541118,4.035446365960776,-0.071251521660142,0.7433690488702981,,,,unknown,0.6188770278500356,0.0,0.3827067104436293,0.48401020527200317,0.7917856647162603,0.25417496222099745,0.48836598435412826,0.0,6
67,0.4048312542958771,0.4048312542958771,adopt,通过硬性规则,50.0,137.0,d4a9f4f60a,mt100_tc0020_pred_capnone,summary_table,app\model\turnover_stress_test,app\model\turnover_stress_test\turnover_stress_summary.csv,0.0279820872110249,,0.0142391269164844,,1.051494856177385,3.7269607040526,-0.0945394214785753,0.956671403522694,,,,unknown,0.6188770278500356,0.0,0.4711076023973694,0.584880112010418,0.7164625866660348,0.4045173390641406,0.9163974652610829,0.0,6
68,0.4037178712544718,0.4037178712544718,adopt,通过硬性规则,51.0,138.0,251460cecf,mt100_tc0020_blend_0.5_capnone,summary_table,app\model\turnover_stress_test,app\model\turnover_stress_test\turnover_stress_summary.csv,0.0279820872110249,,0.0142146364640627,,1.0485427488825017,3.71822721347806,-0.0949656927172678,0.956448226897077,,,,unknown,0.6188770278500356,0.0,0.4702908819483816,0.5830425781154366,0.7143301264793023,0.4072692673919229,0.9159496191896115,0.0,6
69,0.40263825831712036,0.40263825831712036,adopt,通过硬性规则,52.0,142.0,bea2e4adcd,mt100_tc0020_blend_0.5_cap0.20,summary_table,app\model\turnover_stress_test,app\model\turnover_stress_test\turnover_stress_summary.csv,0.0279820872110249,,0.0141906158096284,,1.0456391354258594,3.709767646150711,-0.0953392449232736,0.9562906075371832,,,,unknown,0.6188770278500356,0.0,0.4694898285690173,0.5812352291231584,0.7122645502508075,0.40968085138892446,0.9156333261597249,0.0,6
70,0.40263825831712036,0.40263825831712036,adopt,通过硬性规则,53.0,143.0,719da7c76e,mt100_tc0020_pred_cap0.20,summary_table,app\model\turnover_stress_test,app\model\turnover_stress_test\turnover_stress_summary.csv,0.0279820872110249,,0.0141906158096284,,1.0456391354258594,3.709767646150711,-0.0953392449232736,0.9562906075371832,,,,unknown,0.6188770278500356,0.0,0.4694898285690173,0.5812352291231584,0.7122645502508075,0.40968085138892446,0.9156333261597249,0.0,6
71,0.40263825831712025,0.40263825831712025,adopt,通过硬性规则,54.0,144.0,c8a00b5f27,mt100_tc0020_equal_cap0.20,summary_table,app\model\turnover_stress_test,app\model\turnover_stress_test\turnover_stress_summary.csv,0.0279820872110249,,0.0141906158096284,,1.0456391354258594,3.70976764615071,-0.0953392449232736,0.9562906075371832,,,,unknown,0.6188770278500356,0.0,0.4694898285690173,0.5812352291231584,0.7122645502508073,0.40968085138892446,0.9156333261597249,0.0,6
72,0.40263825831712025,0.40263825831712025,adopt,通过硬性规则,55.0,145.0,db071e28d8,mt100_tc0020_equal_capnone,summary_table,app\model\turnover_stress_test,app\model\turnover_stress_test\turnover_stress_summary.csv,0.0279820872110249,,0.0141906158096284,,1.0456391354258594,3.70976764615071,-0.0953392449232736,0.9562906075371832,,,,unknown,0.6188770278500356,0.0,0.4694898285690173,0.5812352291231584,0.7122645502508073,0.40968085138892446,0.9156333261597249,0.0,6
73,0.39993747207919655,0.39993747207919655,adopt,通过硬性规则,71.0,35.0,5461988999,mt065_tc0010_blend_0.5_cap0.18,summary_table,app\model\turnover_stress_test,app\model\turnover_stress_test\turnover_stress_summary.csv,0.0279820872110249,,0.0106232130278324,,0.7973286841203977,4.0478201722618765,-0.0624758660401176,0.6489513374536758,,,,unknown,0.6188770278500356,0.0,0.35052221002526235,0.42667483372602727,0.7948069823750163,0.19752095157350086,0.2988990049231614,0.0,6
74,0.39993747207919655,0.39993747207919655,adopt,通过硬性规则,72.0,36.0,f3d4dc12f9,mt065_tc0010_equal_cap0.18,summary_table,app\model\turnover_stress_test,app\model\turnover_stress_test\turnover_stress_summary.csv,0.0279820872110249,,0.0106232130278324,,0.7973286841203977,4.0478201722618765,-0.0624758660401176,0.6489513374536758,,,,unknown,0.6188770278500356,0.0,0.35052221002526235,0.42667483372602727,0.7948069823750163,0.19752095157350086,0.2988990049231614,0.0,6
75,0.39993747207919655,0.39993747207919655,adopt,通过硬性规则,73.0,37.0,1af9d8ebd0,mt065_tc0010_pred_cap0.18,summary_table,app\model\turnover_stress_test,app\model\turnover_stress_test\turnover_stress_summary.csv,0.0279820872110249,,0.0106232130278324,,0.7973286841203977,4.0478201722618765,-0.0624758660401176,0.6489513374536758,,,,unknown,0.6188770278500356,0.0,0.35052221002526235,0.42667483372602727,0.7948069823750163,0.19752095157350086,0.2988990049231614,0.0,6
76,0.3982787124666726,0.3982787124666726,adopt,通过硬性规则,65.0,112.0,4404db810b,mt085_tc0020_pred_capnone,summary_table,app\model\turnover_stress_test,app\model\turnover_stress_test\turnover_stress_summary.csv,0.0279820872110249,,0.0130502574070584,,0.9435849272105798,3.763145449933044,-0.0840692715652887,0.8405979007974661,,,,unknown,0.6188770278500356,0.0,0.4314605586103801,0.5177117701194504,0.7252978317834936,0.3369239864587001,0.6834740484216305,0.0,6
77,0.39759632678142437,0.39759632678142437,adopt,通过硬性规则,66.0,113.0,07be05873a,mt085_tc0020_blend_0.5_capnone,summary_table,app\model\turnover_stress_test,app\model\turnover_stress_test\turnover_stress_summary.csv,0.0279820872110249,,0.0130334935484191,,0.9416977303038228,3.7574860130533367,-0.0842342637639322,0.8403791857124787,,,,unknown,0.6188770278500356,0.0,0.4309015086623062,0.516537087787043,0.7239159646225576,0.3379891455970525,0.6830351552744994,0.0,6
78,0.39690460494039487,0.39690460494039487,adopt,通过硬性规则,67.0,114.0,cc8ddd1b44,mt085_tc0020_blend_0.5_cap0.20,summary_table,app\model\turnover_stress_test,app\model\turnover_stress_test\turnover_stress_summary.csv,0.0279820872110249,,0.0130157064548046,,0.9396908212519156,3.7517753082308896,-0.0843363449386527,0.8401974057343907,,,,unknown,0.6188770278500356,0.0,0.43030833533774354,0.5152878908444332,0.722521579345776,0.3386481627930245,0.6826703793987383,0.0,6
79,0.3969046049403948,0.3969046049403948,adopt,通过硬性规则,68.0,115.0,212982c17b,mt085_tc0020_equal_cap0.20,summary_table,app\model\turnover_stress_test,app\model\turnover_stress_test\turnover_stress_summary.csv,0.0279820872110249,,0.0130157064548046,,0.9396908212519152,3.7517753082308896,-0.0843363449386527,0.8401974057343907,,,,unknown,0.6188770278500356,0.0,0.43030833533774354,0.5152878908444328,0.722521579345776,0.3386481627930245,0.6826703793987383,0.0,6
80,0.3969046049403948,0.3969046049403948,adopt,通过硬性规则,69.0,116.0,668a5e79de,mt085_tc0020_equal_capnone,summary_table,app\model\turnover_stress_test,app\model\turnover_stress_test\turnover_stress_summary.csv,0.0279820872110249,,0.0130157064548046,,0.9396908212519152,3.7517753082308896,-0.0843363449386527,0.8401974057343907,,,,unknown,0.6188770278500356,0.0,0.43030833533774354,0.5152878908444328,0.722521579345776,0.3386481627930245,0.6826703793987383,0.0,6
81,0.3969046049403948,0.3969046049403948,adopt,通过硬性规则,70.0,117.0,4597794757,mt085_tc0020_pred_cap0.20,summary_table,app\model\turnover_stress_test,app\model\turnover_stress_test\turnover_stress_summary.csv,0.0279820872110249,,0.0130157064548046,,0.9396908212519152,3.7517753082308896,-0.0843363449386527,0.8401974057343907,,,,unknown,0.6188770278500356,0.0,0.43030833533774354,0.5152878908444328,0.722521579345776,0.3386481627930245,0.6826703793987383,0.0,6
82,0.39439240989313706,0.39439240989313706,adopt,通过硬性规则,78.0,87.0,c4059e3de3,mt075_tc0020_pred_capnone,summary_table,app\model\turnover_stress_test,app\model\turnover_stress_test\turnover_stress_summary.csv,0.0279820872110249,,0.0121378283928215,,0.8649598951013919,3.7897361899104474,-0.0750433557763489,0.7479405607266816,,,,unknown,0.6188770278500356,0.0,0.4010323974092104,0.4687717597935904,0.7317905043127193,0.2786543424171553,0.4975395867415014,0.0,6
83,0.39355218069709513,0.39355218069709513,adopt,通过硬性规则,79.0,89.0,4484256da6,mt075_tc0020_blend_0.5_capnone,summary_table,app\model\turnover_stress_test,app\model\turnover_stress_test\turnover_stress_summary.csv,0.0279820872110249,,0.0121136696502581,,0.8623160255476956,3.784022678067095,-0.0751346664648475,0.7479524393911527,,,,unknown,0.6188770278500356,0.0,0.40022673899451,0.46712608792819216,0.7303954336444242,0.27924382734482567,0.4975634235263933,0.0,6
84,0.3926869422687716,0.3926869422687716,adopt,通过硬性规则,80.0,91.0,ac77b54eda,mt075_tc0020_equal_cap0.20,summary_table,app\model\turnover_stress_test,app\model\turnover_stress_test\turnover_stress_summary.csv,0.0279820872110249,,0.0120888549001074,,0.8596030028272248,3.778028683934397,-0.0752173136585901,0.7479646226135058,,,,unknown,0.6188770278500356,0.0,0.3993992036948092,0.4654373717980703,0.7289318774937198,0.27977738235165556,0.49758787146422556,0.0,6
85,0.3926869422687716,0.3926869422687716,adopt,通过硬性规则,81.0,92.0,74092f5943,mt075_tc0020_equal_capnone,summary_table,app\model\turnover_stress_test,app\model\turnover_stress_test\turnover_stress_summary.csv,0.0279820872110249,,0.0120888549001074,,0.8596030028272248,3.778028683934397,-0.0752173136585901,0.7479646226135058,,,,unknown,0.6188770278500356,0.0,0.3993992036948092,0.4654373717980703,0.7289318774937198,0.27977738235165556,0.49758787146422556,0.0,6
86,0.39268694226877154,0.39268694226877154,adopt,通过硬性规则,83.0,94.0,27cf8088dc,mt075_tc0020_pred_cap0.20,summary_table,app\model\turnover_stress_test,app\model\turnover_stress_test\turnover_stress_summary.csv,0.0279820872110249,,0.0120888549001074,,0.8596030028272248,3.778028683934396,-0.0752173136585901,0.7479646226135058,,,,unknown,0.6188770278500356,0.0,0.3993992036948092,0.4654373717980703,0.7289318774937196,0.27977738235165556,0.49758787146422556,0.0,6
87,0.39268694226877154,0.39268694226877154,adopt,通过硬性规则,82.0,93.0,9f551c89e5,mt075_tc0020_blend_0.5_cap0.20,summary_table,app\model\turnover_stress_test,app\model\turnover_stress_test\turnover_stress_summary.csv,0.0279820872110249,,0.0120888549001074,,0.8596030028272246,3.778028683934397,-0.0752173136585901,0.7479646226135058,,,,unknown,0.6188770278500356,0.0,0.3993992036948092,0.4654373717980702,0.7289318774937198,0.27977738235165556,0.49758787146422556,0.0,6
88,0.39040037574556546,0.39040037574556546,adopt,通过硬性规则,75.0,150.0,c66107afd0,mt100_tc0020_blend_0.5_cap0.18,summary_table,app\model\turnover_stress_test,app\model\turnover_stress_test\turnover_stress_summary.csv,0.0279820872110249,,0.01351433992804,,0.9738066691910644,3.679945836269499,-0.0913885650634281,0.9311367941484036,,,,unknown,0.6188770278500356,0.0,0.44693702586288564,0.5365232392522883,0.7049829459798441,0.3841759924318549,0.8651574464499011,0.0,6
89,0.39040037574556546,0.39040037574556546,adopt,通过硬性规则,76.0,151.0,589c2a824c,mt100_tc0020_equal_cap0.18,summary_table,app\model\turnover_stress_test,app\model\turnover_stress_test\turnover_stress_summary.csv,0.0279820872110249,,0.01351433992804,,0.9738066691910644,3.679945836269499,-0.0913885650634281,0.9311367941484036,,,,unknown,0.6188770278500356,0.0,0.44693702586288564,0.5365232392522883,0.7049829459798441,0.3841759924318549,0.8651574464499011,0.0,6
90,0.39040037574556546,0.39040037574556546,adopt,通过硬性规则,77.0,152.0,97bc757fb1,mt100_tc0020_pred_cap0.18,summary_table,app\model\turnover_stress_test,app\model\turnover_stress_test\turnover_stress_summary.csv,0.0279820872110249,,0.01351433992804,,0.9738066691910644,3.679945836269499,-0.0913885650634281,0.9311367941484036,,,,unknown,0.6188770278500356,0.0,0.44693702586288564,0.5365232392522883,0.7049829459798441,0.3841759924318549,0.8651574464499011,0.0,6
91,0.3895563357842069,0.3895563357842069,adopt,通过硬性规则,94.0,5.0,7abdfd97da,mt050_tc0010_pred_capnone,summary_table,app\model\turnover_stress_test,app\model\turnover_stress_test\turnover_stress_summary.csv,0.0279820872110249,,0.0090666792501903,,0.6570824226865415,4.06191139199645,-0.0487765439249449,0.5,,,,unknown,0.6188770278500356,0.0,0.29861410543613925,0.33937879964359285,0.7982476416177336,0.10908066009197134,0.0,0.0,6
92,0.38894082190449475,0.38894082190449475,adopt,通过硬性规则,95.0,6.0,746c1a3b1f,mt050_tc0010_blend_0.5_capnone,summary_table,app\model\turnover_stress_test,app\model\turnover_stress_test\turnover_stress_summary.csv,0.0279820872110249,,0.0090481442527131,,0.6552810965472466,4.057767369986391,-0.0488830190916406,0.5,,,,unknown,0.6188770278500356,0.0,0.2979959906213981,0.3382575674164962,0.7972357939636977,0.10976804408797818,0.0,0.0,6
93,0.3883081934460663,0.3883081934460663,adopt,通过硬性规则,96.0,7.0,0d8cb67214,mt050_tc0010_blend_0.5_cap0.20,summary_table,app\model\turnover_stress_test,app\model\turnover_stress_test\turnover_stress_summary.csv,0.0279820872110249,,0.0090288652017931,,0.6534101858202401,4.053580396135103,-0.0489899627763932,0.5,,,,unknown,0.6188770278500356,0.0,0.29735306272230017,0.3370930223874868,0.7962134587399339,0.11045845274996251,0.0,0.0,6
94,0.3883081934460663,0.3883081934460663,adopt,通过硬性规则,97.0,8.0,2ca7a42f7d,mt050_tc0010_equal_cap0.20,summary_table,app\model\turnover_stress_test,app\model\turnover_stress_test\turnover_stress_summary.csv,0.0279820872110249,,0.0090288652017931,,0.6534101858202401,4.053580396135102,-0.0489899627763932,0.5,,,,unknown,0.6188770278500356,0.0,0.29735306272230017,0.3370930223874868,0.7962134587399337,0.11045845274996251,0.0,0.0,6
95,0.3883081934460663,0.3883081934460663,adopt,通过硬性规则,98.0,9.0,7d8ee28289,mt050_tc0010_equal_capnone,summary_table,app\model\turnover_stress_test,app\model\turnover_stress_test\turnover_stress_summary.csv,0.0279820872110249,,0.0090288652017931,,0.6534101858202401,4.053580396135102,-0.0489899627763932,0.5,,,,unknown,0.6188770278500356,0.0,0.29735306272230017,0.3370930223874868,0.7962134587399337,0.11045845274996251,0.0,0.0,6
96,0.3883081934460663,0.3883081934460663,adopt,通过硬性规则,99.0,10.0,1943aaf134,mt050_tc0010_pred_cap0.20,summary_table,app\model\turnover_stress_test,app\model\turnover_stress_test\turnover_stress_summary.csv,0.0279820872110249,,0.0090288652017931,,0.6534101858202401,4.053580396135102,-0.0489899627763932,0.5,,,,unknown,0.6188770278500356,0.0,0.29735306272230017,0.3370930223874868,0.7962134587399337,0.11045845274996251,0.0,0.0,6
97,0.3874038146483222,0.3874038146483222,adopt,通过硬性规则,87.0,55.0,b8cb6320f4,mt065_tc0020_pred_capnone,summary_table,app\model\turnover_stress_test,app\model\turnover_stress_test\turnover_stress_summary.csv,0.0279820872110249,,0.0110423040651191,,0.7714743100416641,3.8088203771597184,-0.0656745909897514,0.6500000000003868,,,,unknown,0.6188770278500356,0.0,0.36449827768811527,0.41058182491650835,0.7364502986020559,0.21817132861672195,0.3010033444817745,0.0,6
98,0.3866810652279991,0.3866810652279991,adopt,通过硬性规则,88.0,57.0,34e3edb78f,mt065_tc0020_blend_0.5_capnone,summary_table,app\model\turnover_stress_test,app\model\turnover_stress_test\turnover_stress_summary.csv,0.0279820872110249,,0.011021862702888,,0.7693472485602402,3.803491908945495,-0.0657592250817982,0.650000000000366,,,,unknown,0.6188770278500356,0.0,0.36381658842195397,0.40925783930948106,0.7351492442039181,0.21871771067175835,0.30100334448173266,0.0,6
99,0.38590718704938504,0.38590718704938504,adopt,通过硬性规则,89.0,63.0,214f072b15,mt065_tc0020_blend_0.5_cap0.20,summary_table,app\model\turnover_stress_test,app\model\turnover_stress_test\turnover_stress_summary.csv,0.0279820872110249,,0.0109992628715957,,0.7670026088607018,3.7980427732340383,-0.06584433749408,0.6500000000003463,,,,unknown,0.6188770278500356,0.0,0.3630629173977412,0.40779842253052856,0.7338187263705722,0.2192671806738223,0.3010033444816932,0.0,6
100,0.38590718704938504,0.38590718704938504,adopt,通过硬性规则,90.0,64.0,6753d83e79,mt065_tc0020_equal_cap0.20,summary_table,app\model\turnover_stress_test,app\model\turnover_stress_test\turnover_stress_summary.csv,0.0279820872110249,,0.0109992628715957,,0.7670026088607018,3.7980427732340383,-0.06584433749408,0.6500000000003463,,,,unknown,0.6188770278500356,0.0,0.3630629173977412,0.40779842253052856,0.7338187263705722,0.2192671806738223,0.3010033444816932,0.0,6
101,0.38590718704938504,0.38590718704938504,adopt,通过硬性规则,91.0,65.0,e867b25428,mt065_tc0020_equal_capnone,summary_table,app\model\turnover_stress_test,app\model\turnover_stress_test\turnover_stress_summary.csv,0.0279820872110249,,0.0109992628715957,,0.7670026088607018,3.7980427732340383,-0.06584433749408,0.6500000000003463,,,,unknown,0.6188770278500356,0.0,0.3630629173977412,0.40779842253052856,0.7338187263705722,0.2192671806738223,0.3010033444816932,0.0,6
102,0.38590718704938504,0.38590718704938504,adopt,通过硬性规则,92.0,62.0,d2dfc79332,mt065_tc0020_pred_cap0.20,summary_table,app\model\turnover_stress_test,app\model\turnover_stress_test\turnover_stress_summary.csv,0.0279820872110249,,0.0109992628715957,,0.7670026088607018,3.7980427732340383,-0.06584433749408,0.6500000000003462,,,,unknown,0.6188770278500356,0.0,0.3630629173977412,0.40779842253052856,0.7338187263705722,0.2192671806738223,0.30100334448169297,0.0,6
103,0.38412045549656765,0.38412045549656765,adopt,通过硬性规则,105.0,11.0,ecc6f53172,mt050_tc0010_blend_0.5_cap0.18,summary_table,app\model\turnover_stress_test,app\model\turnover_stress_test\turnover_stress_summary.csv,0.0279820872110249,,0.0088185506435075,,0.6333754016147404,4.053556782877631,-0.0488011149624103,0.5000000000000969,,,,unknown,0.6188770278500356,0.0,0.2903393825536361,0.324622406864788,0.7962076930806011,0.10923928616829644,1.9449325093561344e-13,0.0,6
104,0.38412045549656765,0.38412045549656765,adopt,通过硬性规则,106.0,12.0,9f6aed62fc,mt050_tc0010_equal_cap0.18,summary_table,app\model\turnover_stress_test,app\model\turnover_stress_test\turnover_stress_summary.csv,0.0279820872110249,,0.0088185506435075,,0.6333754016147404,4.053556782877631,-0.0488011149624103,0.5000000000000969,,,,unknown,0.6188770278500356,0.0,0.2903393825536361,0.324622406864788,0.7962076930806011,0.10923928616829644,1.9449325093561344e-13,0.0,6
105,0.38412045549656765,0.38412045549656765,adopt,通过硬性规则,107.0,13.0,e9b65b0f9f,mt050_tc0010_pred_cap0.18,summary_table,app\model\turnover_stress_test,app\model\turnover_stress_test\turnover_stress_summary.csv,0.0279820872110249,,0.0088185506435075,,0.6333754016147404,4.053556782877631,-0.0488011149624103,0.5000000000000969,,,,unknown,0.6188770278500356,0.0,0.2903393825536361,0.324622406864788,0.7962076930806011,0.10923928616829644,1.9449325093561344e-13,0.0,6
106,0.3840653671688104,0.3840653671688104,adopt,通过硬性规则,84.0,123.0,304fa02f00,mt085_tc0020_blend_0.5_cap0.18,summary_table,app\model\turnover_stress_test,app\model\turnover_stress_test\turnover_stress_summary.csv,0.0279820872110249,,0.0123820481202893,,0.8741408873480501,3.7206783361330977,-0.0831194934685258,0.8229575996250988,,,,unknown,0.6188770278500356,0.0,0.4091767649380213,0.47448645196349776,0.7149286181625594,0.3307923946168344,0.6480754507513997,0.0,6
107,0.3840653671688104,0.3840653671688104,adopt,通过硬性规则,85.0,124.0,8e73fea43a,mt085_tc0020_equal_cap0.18,summary_table,app\model\turnover_stress_test,app\model\turnover_stress_test\turnover_stress_summary.csv,0.0279820872110249,,0.0123820481202893,,0.8741408873480501,3.7206783361330977,-0.0831194934685258,0.8229575996250988,,,,unknown,0.6188770278500356,0.0,0.4091767649380213,0.47448645196349776,0.7149286181625594,0.3307923946168344,0.6480754507513997,0.0,6
108,0.3840653671688104,0.3840653671688104,adopt,通过硬性规则,86.0,125.0,1d1c884129,mt085_tc0020_pred_cap0.18,summary_table,app\model\turnover_stress_test,app\model\turnover_stress_test\turnover_stress_summary.csv,0.0279820872110249,,0.0123820481202893,,0.8741408873480501,3.7206783361330977,-0.0831194934685258,0.8229575996250988,,,,unknown,0.6188770278500356,0.0,0.4091767649380213,0.47448645196349776,0.7149286181625594,0.3307923946168344,0.6480754507513997,0.0,6
